"Date","Record Number","Record Type","Project Name","Status","Short Notes",
"11/14/2018","P18BP08013","Building Permit","Commercial Building Other","Issued",,
"11/14/2018","P18BP08009","Building Permit","Single Family Residence New","Issued",,
"11/14/2018","P18BP08008","Building Permit","Single Family Residence New","Issued",,
"11/14/2018","P18BP08007","Building Permit","Single Family Residence New","Issued",,
"11/13/2018","P18BP08005","Building Permit","Single Family Residence New","Issued",,
"11/13/2018","P18BP08002","Building Permit","Single Family Residence Alteration","Final",,
"11/13/2018","P18BP08001","Building Permit","Single Family Residence Alteration","Final",,
"11/13/2018","P18BP07999","Building Permit","Commercial Building Other","Final",,
"11/13/2018","P18BP07996","Building Permit","Single Family Residence Addition","Issued",,
"11/13/2018","P18BP07995","Building Permit","Commercial Building Other","Issued",,
"11/13/2018","P18BP07994","Building Permit","Single Family Residence Addition","Deficient",,
"11/13/2018","P18BP07992","Building Permit","Commercial Building Other","Issued",,
"11/13/2018","P18BP07991","Building Permit","Single Family Residence Addition","Issued",,
"11/13/2018","P18BP07990","Building Permit","Single Family Residence Addition - COMBO/SADD -","Review Not Required",,
"11/13/2018","P18BP07987","Building Permit","Single Family Residence New","Issued",,
"11/13/2018","P18BP07986","Building Permit","Commercial Building Other","Approved",,
"11/13/2018","P18BP07985","Building Permit","Single Family Residence New","Issued",,
"11/13/2018","P18BP07984","Building Permit","Single Family Residence Alteration","Final",,
"11/13/2018","P18BP07983","Building Permit","Single Family Residence New","Issued",,
"11/13/2018","P18BP07981","Building Permit","Single Family Residence Alteration","Issued",,
"11/13/2018","P18BP07980","Building Permit","Single Family Residence New","Issued",,
"11/13/2018","P18BP07979","Building Permit","Single Family Residence New","Issued",,
"11/13/2018","P18BP07973","Building Permit","Single Family Residence Addition","Issued",,
"11/13/2018","P18BP07972","Building Permit","Single Family Residence Addition","Final",,
"11/13/2018","P18BP07971","Building Permit","Commercial Building Addition","Issued",,
"11/09/2018","P18BP07954","Building Permit","Commercial Building Other","Issued",,
"11/09/2018","P18BP07953","Building Permit","Commercial Building Other","Approved",,
"11/09/2018","P18BP07951","Building Permit","Single Family Residence Addition","Final",,
"11/09/2018","P18BP07950","Building Permit","Single Family Residence Addition","Issued",,
"11/09/2018","P18BP07947","Building Permit","Single Family Residence Addition","Approved",,
"11/09/2018","P18BP07946","Building Permit","Single Family Residence New","Final",,
"11/09/2018","P18BP07945","Building Permit","Single Family Residence Other","Request for Corrections",,
"11/09/2018","P18BP07941","Building Permit","Tenant Improvement","Issued",,
"11/09/2018","P18BP07940","Building Permit","Single Family Residence New","Issued",,
"11/09/2018","P18BP07939","Building Permit","Single Family Residence Addition","Approved",,
"11/09/2018","P18BP07938","Building Permit","Single Family Residence Alteration","Issued",,
"11/09/2018","P18BP07937","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07933","Building Permit","Tenant Improvement","Issued",,
"11/08/2018","P18BP07931","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07930","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07923","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07922","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07921","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07920","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07919","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07918","Building Permit","Single Family Residence Addition","Issued",,
"11/08/2018","P18BP07916","Building Permit","Single Family Residence Alteration","Issued",,
"11/08/2018","P18BP07915","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07914","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07913","Building Permit","Tenant Improvement","Issued",,
"11/08/2018","P18BP07912","Building Permit","Single Family Residence Addition","Final",,
"11/08/2018","P18BP07910","Building Permit","Single Family Residence Addition","Final",,
"11/08/2018","P18BP07909","Building Permit","Single Family Residence Alteration","Issued",,
"11/08/2018","P18BP07905","Building Permit","Single Family Residence New","Final",,
"11/08/2018","P18BP07903","Building Permit","Single Family Residence New","Issued",,
"11/08/2018","P18BP07899","Building Permit","Commercial Building Other","Final",,
"11/08/2018","P18BP07898","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07891","Building Permit","Single Family Residence Addition","Issued",,
"11/07/2018","P18BP07886","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07882","Building Permit","Single Family Residence Addition","Issued",,
"11/07/2018","P18BP07881","Building Permit","Single Family Residence New","Final",,
"11/07/2018","P18BP07880","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07879","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07878","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07877","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07874","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07873","Building Permit","Single Family Residence New","Issued",,
"11/07/2018","P18BP07872","Building Permit","Single Family Residence Addition","Final",,
"11/07/2018","P18BP07870","Building Permit","Single Family Residence Addition","Approved",,
"11/07/2018","P18BP07867","Building Permit","Single Family Residence Addition","Issued",,
"11/06/2018","P18BP07852","Building Permit","Single Family Residence Alteration","Issued",,
"11/06/2018","P18BP07847","Building Permit","Single Family Residence Addition","Issued",,
"11/06/2018","P18BP07846","Building Permit","Single Family Residence Addition","Issued",,
"11/06/2018","P18BP07845","Building Permit","Single Family Residence Addition","Issued",,
"11/06/2018","P18BP07843","Building Permit","Single Family Residence Addition","Request for Corrections",,
"11/05/2018","P18BP07837","Building Permit","Single Family Residence Alteration","Issued",,
"11/05/2018","P18BP07830","Building Permit","Single Family Residence Alteration","Final",,
"11/05/2018","P18BP07828","Building Permit","Single Family Residence Addition","Final",,
"11/05/2018","P18BP07827","Building Permit","Single Family Residence New","Issued",,
"11/05/2018","P18BP07824","Building Permit","Single Family Residence Addition","Deficient",,
"11/05/2018","P18BP07823","Building Permit","Single Family Residence Addition","Final",,
"11/05/2018","P18BP07820","Building Permit","Single Family Residence Alteration","Final",,
"11/05/2018","P18BP07819","Building Permit","Single Family Residence Addition","Issued",,
"11/05/2018","P18BP07813","Building Permit","Single Family Residence Addition","Issued",,
"11/05/2018","P18BP07810","Building Permit","Single Family Residence Addition","Deficient",,
"11/05/2018","P18BP07808","Building Permit","Single Family Residence Addition","Issued",,
"11/05/2018","P18BP07805","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07801","Building Permit","Single Family Residence Addition","Final",,
"11/02/2018","P18BP07795","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07793","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07792","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07787","Building Permit","Single Family Residence Addition","Issued",,
"11/02/2018","P18BP07785","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07784","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07783","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07782","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07780","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07779","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07778","Building Permit","Commercial Building Alteration","Issued",,
"11/02/2018","P18BP07775","Building Permit","Single Family Residence Alteration","Approved",,
"11/02/2018","P18BP07774","Building Permit","Single Family Residence Addition","Deficient",,
"11/02/2018","P18BP07771","Building Permit","Single Family Residence New","Deficient",,
"11/02/2018","P18BP07770","Building Permit","Single Family Residence New","Issued",,
"11/02/2018","P18BP07769","Building Permit","Single Family Residence New","Final",,
"11/02/2018","P18BP07767","Building Permit","Single Family Residence New","Final",,
"11/02/2018","P18BP07766","Building Permit","Single Family Residence New","Final",,
"11/02/2018","P18BP07765","Building Permit","Single Family Residence New","Final",,
"11/02/2018","P18BP07764","Building Permit","Single Family Residence Alteration","Issued",,
"11/01/2018","P18BP07763","Building Permit","Single Family Residence New","Issued",,
"11/01/2018","P18BP07752","Building Permit","Single Family Residence Addition","Issued",,
"11/01/2018","P18BP07750","Building Permit","Single Family Residence Addition","Final",,
"11/01/2018","P18BP07749","Building Permit","Single Family Residence Addition","Final",,
"11/01/2018","P18BP07748","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07747","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07746","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07745","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07744","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07743","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07742","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07741","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07739","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07738","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07737","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07736","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07735","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07734","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07733","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07732","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07731","Building Permit","Multi-Family Residence Other","Issued",,
"11/01/2018","P18BP07730","Building Permit","Multi-Family Residence Other","Final",,
"11/01/2018","P18BP07729","Building Permit","Multi-Family Residence Other","Final",,
