"Address",
"100  E  SANTA INEZ     GREEN VALLEY,  AZ  85614",
"100  E  STRADA PATANIA     TUCSON,  AZ  85737",
"100  E  VERDE VISTA     GREEN VALLEY,  AZ  85614",
"100  E  VISTA OESTE     TUCSON,  AZ  85704",
"100  N  AVENIDA JAVALINA     TUCSON,  AZ  85748",
"100  N  BELLA VISTA  DR    TUCSON,  AZ  85745",
"100  N  CAMINO DE OESTE     TUCSON,  AZ  85745",
"100  N  CAMINO DE SUERTE     GREEN VALLEY,  AZ  85614",
"100  N  CAMINO ESPANOL     TUCSON,  AZ  85716",
"100  N  CAMINO SECO     TUCSON,  AZ  85710",
"100  N  CEDAR CREST  DR    GREEN VALLEY,  AZ  85614",
"100  N  DESERT STREAM  DR    TUCSON,  AZ  85745",
"100  N  EASTERN SLOPE  LP    TUCSON,  AZ  85748",
"100  N  ELSTER  DR    TUCSON,  AZ  85710",
"100  N  FREEMAN  RD    TUCSON,  AZ  85748",
"100  N  HAYFIELD DRAW  LN    SAHUARITA,  AZ  85629",
"100  N  HIGHWAY 85     LUKEVILLE,  AZ  85341",
"100  N  LELAND  RD    TUCSON,  AZ  85748",
"100  N  MONTEGO  DR    TUCSON,  AZ  85710",
"100  N  NIGHTFALL  AV    TUCSON,  AZ  85748",
"100  N  PANTANO  RD    TUCSON,  AZ  85710",
"100  N  PLAYERS CLUB  DR    TUCSON,  AZ  85745",
"100  N  ROSEDALE  AV    AJO,  AZ  85321",
"100  N  SCHRADER  LN    TUCSON,  AZ  85748",
"100  N  SHARON  RD    VAIL,  AZ  85641",
"100  N  SIERRA VISTA  DR    TUCSON,  AZ  85719",
"100  N  SILVERBELL  RD    TUCSON,  AZ  85745",
"100  N  STONE  AV    TUCSON,  AZ  85701",
"100  N  SUNTAN  DR    VAIL,  AZ  85641",
"100  N  TALADRO  ST    AJO,  AZ  85321",
"100  N  TUCSON  BL    TUCSON,  AZ  85716",
"100  N  UNDERSTORY  LN    TUCSON,  AZ  85748",
"100  N  WENTWORTH  RD    VAIL,  AZ  85641",
"100  N  WESTVIEW  DR    VAIL,  AZ  85641",
"100  S  ANTIETAM  PL    TUCSON,  AZ  85710",
"100  S  ATLANTA  DR    VAIL,  AZ  85641",
"100  S  AVENIDA DE PALMAS     TUCSON,  AZ  85716",
"100  S  AVENIDA DEL CONVENTO     TUCSON,  AZ  85745",
"100  S  BURRO CANYON  PL    SAHUARITA,  AZ  85629",
"100  S  CARLTON PARK  PL    TUCSON,  AZ  85748",
"100  S  CHARLESTON  AV    VAIL,  AZ  85641",
"100  S  CHELSEA PARK  PL    TUCSON,  AZ  85748",
"100  S  CHURCH  AV    TUCSON,  AZ  85701",
"100  S  EASTERN DAWN  AV    TUCSON,  AZ  85748",
"100  S  EVELYN  AV    TUCSON,  AZ  85710",
"100  S  FREEMAN  RD    TUCSON,  AZ  85748",
"100  S  GOLD MINE  LP    TUCSON,  AZ  85748",
"100  S  GREASEWOOD  RD    TUCSON,  AZ  85745",
"100  S  HOUGHTON  RD    TUCSON,  AZ  85748",
"100  S  LONDON STATION  RD    TUCSON,  AZ  85748",
"100  S  MELROSE  AV    TUCSON,  AZ  85745",
"100  S  MONITOR  PL    TUCSON,  AZ  85710",
"100  S  PALACE GARDENS  DR    TUCSON,  AZ  85748",
"100  S  PINTO  PL    TUCSON,  AZ  85748",
"100  S  PLACITA COLONIA SOLANA     TUCSON,  AZ  85716",
"100  S  PLAYERS CLUB  DR    TUCSON,  AZ  85745",
"100  S  RICHMOND  DR    VAIL,  AZ  85641",
"100  S  SAHUARO  ST    AJO,  AZ  85321",
"100  S  SARNOFF  DR    TUCSON,  AZ  85710",
"100  W  2ND  AV    AJO,  AZ  85321",
"100  W  33RD  ST    TUCSON,  AZ  85713",
"100  W  37TH  ST    TUCSON,  AZ  85713",
"100  W  3RD  AV    AJO,  AZ  85321",
"100  W  APPALACHIAN  ST    TUCSON,  AZ  85737",
"100  W  CALLE DEL ANO     GREEN VALLEY,  AZ  85614",
"100  W  CALLE DEL CHANCERO     GREEN VALLEY,  AZ  85614",
"100  W  CALLE DEL TIEMPO     GREEN VALLEY,  AZ  85614",
"100  W  CALLE ESCUDILLA     GREEN VALLEY,  AZ  85614",
"100  W  CALLE FRAMBUESA     GREEN VALLEY,  AZ  85614",
"100  W  CALLE GOTA     SAHUARITA,  AZ  85629",
"100  W  CALLE LECHO     GREEN VALLEY,  AZ  85622",
"100  W  CALLE MELENDREZ     GREEN VALLEY,  AZ  85614",
"100  W  CALLE PRISCAL     SAHUARITA,  AZ  85629",
"100  W  CALLE SAUCO     SAHUARITA,  AZ  85629",
"100  W  CAMINO DEL EMPERADOR     VAIL,  AZ  85641",
"100  W  CAMINO RIO CEBOLLA     SAHUARITA,  AZ  85629",
"100  W  CN ROCK  ST    VAIL,  AZ  85641",
"100  W  CUSHING  ST    TUCSON,  AZ  85701",
"100  W  DUVAL MINE  RD    GREEN VALLEY,  AZ  85614",
"100  W  EL INDIO     GREEN VALLEY,  AZ  85614",
"100  W  ELOTA  AV    AJO,  AZ  85321",
"100  W  ESTRELLA  AV    AJO,  AZ  85321",
"100  W  GRANT  RD    TUCSON,  AZ  85705",
"100  W  GREENOCK  DR    TUCSON,  AZ  85737",
"100  W  GREER  LN    TUCSON,  AZ  85704",
"100  W  HAMMONS  RD    AJO,  AZ  85321",
"100  W  HIGGINS  RD    AJO,  AZ  85321",
"100  W  ILLINOIS  ST    TUCSON,  AZ  85714",
"100  W  MAGEE  RD    TUCSON,  AZ  85704",
"100  W  MATTERHORN  ST    TUCSON,  AZ  85737",
"100  W  MORONDO  AV    AJO,  AZ  85321",
"100  W  OLIVE  DR    GREEN VALLEY,  AZ  85614",
"100  W  ORANGE GROVE  RD    TUCSON,  AZ  85704",
"100  W  PASEO ADOBE     GREEN VALLEY,  AZ  85614",
"100  W  PINON  DR    GREEN VALLEY,  AZ  85614",
"100  W  PLAZA  ST    AJO,  AZ  85321",
"100  W  RIVER  RD    TUCSON,  AZ  85704",
"100  W  ARAGON  RD   1  TUCSON,  AZ  85756",
"100  W  ILLINOIS  ST   1  TUCSON,  AZ  85714",
"100  N  STONE  AV   1001  TUCSON,  AZ  85701",
"100  N  STONE  AV   1002  TUCSON,  AZ  85701",
"100  N  STONE  AV   1003  TUCSON,  AZ  85701",
"100  N  STONE  AV   1005  TUCSON,  AZ  85701",
"100  N  STONE  AV   1008  TUCSON,  AZ  85701",
"100  N  STONE  AV   101  TUCSON,  AZ  85701",
"100  N  STONE  AV   102  TUCSON,  AZ  85701",
"100  N  STONE  AV   105  TUCSON,  AZ  85701",
"100  N  STONE  AV   109  TUCSON,  AZ  85701",
"100  N  STONE  AV   110  TUCSON,  AZ  85701",
"100  S  AVENIDA DEL CONVENTO    110  TUCSON,  AZ  85745",
"100  W  DUVAL MINE  RD   110  GREEN VALLEY,  AZ  85614",
"100  N  STONE  AV   1100  TUCSON,  AZ  85701",
"100  N  STONE  AV   1102  TUCSON,  AZ  85701",
"100  N  STONE  AV   1105  TUCSON,  AZ  85701",
"100  N  STONE  AV   1108  TUCSON,  AZ  85701",
"100  N  STONE  AV   111  TUCSON,  AZ  85701",
"100  S  AVENIDA DEL CONVENTO    116  TUCSON,  AZ  85745",
"100  S  AVENIDA DEL CONVENTO    120  TUCSON,  AZ  85745",
"100  S  AVENIDA DEL CONVENTO    126  TUCSON,  AZ  85745",
"100  S  AVENIDA DEL CONVENTO    130  TUCSON,  AZ  85745",
"100  S  AVENIDA DEL CONVENTO    150  TUCSON,  AZ  85745",
"100  W  DUVAL MINE  RD   150  GREEN VALLEY,  AZ  85614",
"100  W  DUVAL MINE  RD   170  GREEN VALLEY,  AZ  85614",
"100  W  DUVAL MINE  RD   180  GREEN VALLEY,  AZ  85614",
"100  W  ARAGON  RD   2  TUCSON,  AZ  85756",
"100  W  ILLINOIS  ST   2  TUCSON,  AZ  85714",
"100  N  STONE  AV   200  TUCSON,  AZ  85701",
"100  S  AVENIDA DEL CONVENTO    200  TUCSON,  AZ  85745",
"100  W  ILLINOIS  ST   3  TUCSON,  AZ  85714",
"100  N  STONE  AV   300  TUCSON,  AZ  85701",
"100  N  STONE  AV   302  TUCSON,  AZ  85701",
"100  N  STONE  AV   303  TUCSON,  AZ  85701",
"100  N  STONE  AV   305  TUCSON,  AZ  85701",
"100  W  ILLINOIS  ST   4  TUCSON,  AZ  85714",
"100  N  STONE  AV   400  TUCSON,  AZ  85701",
"100  N  STONE  AV   500  TUCSON,  AZ  85701",
"100  N  STONE  AV   500B  TUCSON,  AZ  85701",
"100  N  STONE  AV   502  TUCSON,  AZ  85701",
"100  N  STONE  AV   504  TUCSON,  AZ  85701",
"100  N  STONE  AV   508  TUCSON,  AZ  85701",
"100  N  STONE  AV   512  TUCSON,  AZ  85701",
"100  N  STONE  AV   600  TUCSON,  AZ  85701",
"100  N  STONE  AV   601  TUCSON,  AZ  85701",
"100  N  STONE  AV   602  TUCSON,  AZ  85701",
"100  N  STONE  AV   603  TUCSON,  AZ  85701",
"100  N  STONE  AV   604  TUCSON,  AZ  85701",
"100  N  STONE  AV   605  TUCSON,  AZ  85701",
"100  N  STONE  AV   606  TUCSON,  AZ  85701",
"100  N  STONE  AV   608  TUCSON,  AZ  85701",
"100  N  STONE  AV   610  TUCSON,  AZ  85701",
"100  N  STONE  AV   701  TUCSON,  AZ  85701",
"100  N  STONE  AV   702  TUCSON,  AZ  85701",
"100  N  STONE  AV   703  TUCSON,  AZ  85701",
"100  N  STONE  AV   704  TUCSON,  AZ  85701",
"100  N  STONE  AV   708  TUCSON,  AZ  85701",
"100  N  STONE  AV   801  TUCSON,  AZ  85701",
"100  N  STONE  AV   802  TUCSON,  AZ  85701",
"100  N  STONE  AV   804  TUCSON,  AZ  85701",
"100  N  STONE  AV   805  TUCSON,  AZ  85701",
"100  N  STONE  AV   807  TUCSON,  AZ  85701",
"100  N  STONE  AV   901  TUCSON,  AZ  85701",
"100  N  STONE  AV   902  TUCSON,  AZ  85701",
"100  N  STONE  AV   904  TUCSON,  AZ  85701",
"100  N  STONE  AV   905  TUCSON,  AZ  85701",
"100  N  STONE  AV   907  TUCSON,  AZ  85701",
"100  N  STONE  AV   908  TUCSON,  AZ  85701",
"1000  E  22ND  ST    TUCSON,  AZ  85713",
"1000  E  AJO  WY    TUCSON,  AZ  85713",
"1000  E  ALTA VISTA  ST    TUCSON,  AZ  85719",
"1000  E  BROADWAY  BL    TUCSON,  AZ  85719",
"1000  E  CALLE DE LA CABRA     TUCSON,  AZ  85718",
"1000  E  CALLE ELENA     TUCSON,  AZ  85718",
"1000  E  CALLE MARIPOSA     TUCSON,  AZ  85718",
"1000  E  CAMINO CORRIDA     TUCSON,  AZ  85704",
"1000  E  CAMINO DIESTRO     TUCSON,  AZ  85704",
"1000  E  COACHWOOD  DR    TUCSON,  AZ  85755",
"1000  E  DESERT GLEN  DR    TUCSON,  AZ  85755",
"1000  E  FORT LOWELL  RD    TUCSON,  AZ  85719",
"1000  E  GRANT  RD    TUCSON,  AZ  85719",
"1000  E  HARSHAW LAND  LN    SAHUARITA,  AZ  85629",
"1000  E  ROGER  RD    TUCSON,  AZ  85719",
"1000  E  SEVEN PALMS  DR    TUCSON,  AZ  85755",
"1000  E  SILVERTREE  DR    TUCSON,  AZ  85718",
"1000  E  SPRING  ST    TUCSON,  AZ  85719",
"1000  E  VALENCIA  RD    TUCSON,  AZ  85706",
"1000  E  VIA ENTRADA     TUCSON,  AZ  85718",
"1000  E  VIA LINTERNA     TUCSON,  AZ  85718",
"1000  E  VIA LUCITAS     TUCSON,  AZ  85718",
"1000  E  WATER  ST    TUCSON,  AZ  85719",
"1000  N  ABREGO  DR    GREEN VALLEY,  AZ  85614",
"1000  N  AJO GILA BEND  HY    AJO,  AZ  85321",
"1000  N  ANITA  AV    TUCSON,  AZ  85705",
"1000  N  CAMERON  AV    AJO,  AZ  85321",
"1000  N  CAMINO CORDON     TUCSON,  AZ  85748",
"1000  N  CAMINO MIRAFLORES     TUCSON,  AZ  85745",
"1000  N  CAMPBELL  AV    TUCSON,  AZ  85719",
"1000  N  DAVIDSON CANYON  RD    VAIL,  AZ  85641",
"1000  N  FLEETWOOD  PL    TUCSON,  AZ  85748",
"1000  N  INDEPENDENCE  AV    TUCSON,  AZ  85748",
"1000  N  JEFFERSON  AV    AJO,  AZ  85321",
"1000  N  LA CANOA     GREEN VALLEY,  AZ  85614",
"1000  N  LANEY  DR    VAIL,  AZ  85641",
"1000  N  NORTHERN VISTA  PL    TUCSON,  AZ  85748",
"1000  N  PARK  AV    TUCSON,  AZ  85719",
"1000  N  PASEO DE GOLF     GREEN VALLEY,  AZ  85614",
"1000  N  PASEO IRIS     GREEN VALLEY,  AZ  85614",
"1000  N  PLACITA YOAS     GREEN VALLEY,  AZ  85614",
"1000  N  RANCHO DEL JEFE  LP    TUCSON,  AZ  85748",
"1000  N  SILVERBELL  RD    TUCSON,  AZ  85745",
"1000  N  SOLAR  DR    VAIL,  AZ  85641",
"1000  N  STONE  AV    TUCSON,  AZ  85705",
"1000  N  STONEWALL  AV    GREEN VALLEY,  AZ  85614",
"1000  N  THOMPSON  AV    AJO,  AZ  85321",
"1000  N  TUCSON  BL    TUCSON,  AZ  85716",
"1000  N  TURQUOISE VISTA  DR    GREEN VALLEY,  AZ  85614",
"1000  N  VIA ROMA     TUCSON,  AZ  85745",
"1000  S  6TH  AV    TUCSON,  AZ  85701",
"1000  S  AVENIDA CONALEA     TUCSON,  AZ  85748",
"1000  S  CALLE DE LA TEMPORADA     GREEN VALLEY,  AZ  85614",
"1000  S  CAMINO DE LAS COLINAS     TUCSON,  AZ  85748",
"1000  S  CASTAR  DR    TUCSON,  AZ  85745",
"1000  S  DEL VALLE  AV    TUCSON,  AZ  85711",
"1000  S  FREEWAY     TUCSON,  AZ  85745",
"1000  S  GARFIELD  AV    VAIL,  AZ  85641",
"1000  S  GREASEWOOD  RD    TUCSON,  AZ  85745",
"1000  S  HARRISON  RD    TUCSON,  AZ  85748",
"1000  S  LA HIGUERA     GREEN VALLEY,  AZ  85614",
"1000  S  LA HUERTA     GREEN VALLEY,  AZ  85614",
"1000  S  RANDOLPH  WY    TUCSON,  AZ  85716",
"1000  S  SUNCOVE  DR    TUCSON,  AZ  85748",
"1000  W  ARBOR RIDGE  DR    GREEN VALLEY,  AZ  85614",
"1000  W  AUTO MALL  DR    TUCSON,  AZ  85705",
"1000  W  CALLE CONCORDIA     TUCSON,  AZ  85704",
"1000  W  CALLE DE PITAHAYA     GREEN VALLEY,  AZ  85622",
"1000  W  CALLE DEL REGALO     GREEN VALLEY,  AZ  85614",
"1000  W  CALLE SAN SALVADOR     SAHUARITA,  AZ  85629",
"1000  W  CAMINO DESIERTO     TUCSON,  AZ  85704",
"1000  W  CAMINO URBANO     GREEN VALLEY,  AZ  85622",
"1000  W  CAROLYN  DR    TUCSON,  AZ  85704",
"1000  W  CHAPALA  DR    TUCSON,  AZ  85704",
"1000  W  CONGRESS  ST    TUCSON,  AZ  85745",
"1000  W  COOL  DR    TUCSON,  AZ  85704",
"1000  W  CORTE SOMBRA DE TERRAZA     GREEN VALLEY,  AZ  85622",
"1000  W  DESERT HILLS  DR    GREEN VALLEY,  AZ  85622",
"1000  W  FOX RIDGE  LN    TUCSON,  AZ  85737",
"1000  W  GARNETTE  ST    TUCSON,  AZ  85705",
"1000  W  HADLEY  ST    TUCSON,  AZ  85705",
"1000  W  LAMBERT  LN    TUCSON,  AZ  85737",
"1000  W  LEWIS  RD    AJO,  AZ  85321",
"1000  W  LOS ALTOS  RD    TUCSON,  AZ  85704",
"1000  W  MAGEE  RD    TUCSON,  AZ  85704",
"1000  W  PIMA MINE  RD    SAHUARITA,  AZ  85629",
"1000  W  PLACITA CAMILLIA     TUCSON,  AZ  85704",
"1000  W  PLACITA DE LA COTONIA     GREEN VALLEY,  AZ  85622",
"1000  W  RIO ALTAR     GREEN VALLEY,  AZ  85614",
"1000  W  RIO GUAYMAS     GREEN VALLEY,  AZ  85614",
"1000  W  RIO MAGDALENA     GREEN VALLEY,  AZ  85614",
"1000  W  ROGER  RD    TUCSON,  AZ  85705",
"1000  W  ROLLER COASTER  RD    TUCSON,  AZ  85704",
"1000  W  SAHARA PALMS  DR    TUCSON,  AZ  85704",
"1000  W  SCHAFER  DR    TUCSON,  AZ  85705",
"1000  W  SCHWARTZ  RD    AJO,  AZ  85321",
"1000  W  SPEEDWAY  BL    TUCSON,  AZ  85745",
"1000  W  TENNIEL  DR    GREEN VALLEY,  AZ  85614",
"1000  W  TETON  ST    TUCSON,  AZ  85756",
"1000  W  VIA DEL PLACIO     GREEN VALLEY,  AZ  85614",
"1000  W  VIA RIO FUERTE     GREEN VALLEY,  AZ  85614",
"1000  W  VIA SAN MIGUEL     GREEN VALLEY,  AZ  85614",
"1000  W  WETMORE  RD    TUCSON,  AZ  85705",
"1000  W  WHEATGRASS  PL    TUCSON,  AZ  85737",
"1000  W  WHEATRIDGE  DR    TUCSON,  AZ  85704",
"1000  E  WATER  ST   1  TUCSON,  AZ  85719",
"1000  W  HADLEY  ST   1  TUCSON,  AZ  85705",
"1000  W  RIVER  RD   1  TUCSON,  AZ  85704",
"1000  W  WETMORE  RD   1  TUCSON,  AZ  85705",
"1000  E  WATER  ST   10  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   10  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   11  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   12  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   13  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   14  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   15  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   16  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   17  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   18  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   19  TUCSON,  AZ  85704",
"1000  E  WATER  ST   2  TUCSON,  AZ  85719",
"1000  W  HADLEY  ST   2  TUCSON,  AZ  85705",
"1000  W  RIVER  RD   2  TUCSON,  AZ  85704",
"1000  W  ROLLER COASTER  RD   2  TUCSON,  AZ  85704",
"1000  W  WETMORE  RD   2  TUCSON,  AZ  85705",
"1000  W  RIVER  RD   20  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   21  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   22  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   23  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   24  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   25  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   26  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   27  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   28  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   29  TUCSON,  AZ  85704",
"1000  E  WATER  ST   3  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   3  TUCSON,  AZ  85704",
"1000  W  WETMORE  RD   3  TUCSON,  AZ  85705",
"1000  W  RIVER  RD   30  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   31  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   32  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   33  TUCSON,  AZ  85704",
"1000  E  22ND  ST   3301  TUCSON,  AZ  85713",
"1000  E  22ND  ST   3302  TUCSON,  AZ  85713",
"1000  E  22ND  ST   3303  TUCSON,  AZ  85713",
"1000  E  22ND  ST   3304  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   34  TUCSON,  AZ  85704",
"1000  E  22ND  ST   3401  TUCSON,  AZ  85713",
"1000  E  22ND  ST   3402  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   35  TUCSON,  AZ  85704",
"1000  E  22ND  ST   3501  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   36  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   37  TUCSON,  AZ  85704",
"1000  E  22ND  ST   3701  TUCSON,  AZ  85713",
"1000  E  22ND  ST   3702  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   38  TUCSON,  AZ  85704",
"1000  E  22ND  ST   3801  TUCSON,  AZ  85713",
"1000  E  22ND  ST   3802  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   39  TUCSON,  AZ  85704",
"1000  E  22ND  ST   3901  TUCSON,  AZ  85713",
"1000  E  WATER  ST   4  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   4  TUCSON,  AZ  85704",
"1000  W  WETMORE  RD   4  TUCSON,  AZ  85705",
"1000  W  RIVER  RD   40  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4001  TUCSON,  AZ  85713",
"1000  E  22ND  ST   4002  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   41  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4101  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   42  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4201  TUCSON,  AZ  85713",
"1000  E  22ND  ST   4202  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   43  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4301  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   44  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4401  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   45  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4501  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   46  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4601  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   47  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4701  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   48  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4801  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   49  TUCSON,  AZ  85704",
"1000  E  22ND  ST   4901  TUCSON,  AZ  85713",
"1000  E  WATER  ST   5  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   5  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   50  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5001  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   51  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5101  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   52  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5201  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   53  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5301  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   54  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5401  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   55  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5501  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   56  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5601  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   57  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5701  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   58  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5801  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   59  TUCSON,  AZ  85704",
"1000  E  22ND  ST   5901  TUCSON,  AZ  85713",
"1000  E  WATER  ST   6  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   6  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   60  TUCSON,  AZ  85704",
"1000  E  22ND  ST   6001  TUCSON,  AZ  85713",
"1000  E  22ND  ST   6002  TUCSON,  AZ  85713",
"1000  E  22ND  ST   6003  TUCSON,  AZ  85713",
"1000  E  22ND  ST   6004  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   61  TUCSON,  AZ  85704",
"1000  E  22ND  ST   6101  TUCSON,  AZ  85713",
"1000  E  22ND  ST   6102  TUCSON,  AZ  85713",
"1000  E  22ND  ST   6103  TUCSON,  AZ  85713",
"1000  E  22ND  ST   6104  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   62  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   63  TUCSON,  AZ  85704",
"1000  E  22ND  ST   6301  TUCSON,  AZ  85713",
"1000  E  22ND  ST   6302  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   64  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   65  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   66  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   67  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   68  TUCSON,  AZ  85704",
"1000  E  22ND  ST   6801  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   69  TUCSON,  AZ  85704",
"1000  E  22ND  ST   6901  TUCSON,  AZ  85713",
"1000  E  WATER  ST   7  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   7  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   70  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   71  TUCSON,  AZ  85704",
"1000  E  22ND  ST   7101  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   72  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   73  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   74  TUCSON,  AZ  85704",
"1000  E  22ND  ST   7401  TUCSON,  AZ  85713",
"1000  E  22ND  ST   7402  TUCSON,  AZ  85713",
"1000  W  RIVER  RD   75  TUCSON,  AZ  85704",
"1000  W  RIVER  RD   76  TUCSON,  AZ  85704",
"1000  E  22ND  ST   7701  TUCSON,  AZ  85713",
"1000  E  22ND  ST   7901  TUCSON,  AZ  85713",
"1000  E  WATER  ST   8  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   8  TUCSON,  AZ  85704",
"1000  E  WATER  ST   9  TUCSON,  AZ  85719",
"1000  W  RIVER  RD   9  TUCSON,  AZ  85704",
"1000  E  22ND  ST   901  TUCSON,  AZ  85713",
"1000  E  22ND  ST   902  TUCSON,  AZ  85713",
"1000  E  22ND  ST   903  TUCSON,  AZ  85713",
"1000  E  22ND  ST   904  TUCSON,  AZ  85713",
"1000  E  22ND  ST   905  TUCSON,  AZ  85713",
"1000  E  22ND  ST   906  TUCSON,  AZ  85713",
"1000  E  SPRING  ST   A  TUCSON,  AZ  85719",
"1000  E  SPRING  ST   B  TUCSON,  AZ  85719",
"1000  E  SPRING  ST   C  TUCSON,  AZ  85719",
"10000  E  ARIZONA SUNSET  DR    TUCSON,  AZ  85747",
"10000  E  BROADWAY  BL    TUCSON,  AZ  85748",
"10000  E  CATALINA  HY    TUCSON,  AZ  85749",
"10000  E  DOMENIC  LN    TUCSON,  AZ  85730",
"10000  E  EL POSO  TR    TUCSON,  AZ  85749",
"10000  E  EUGENIA  DR    TUCSON,  AZ  85730",
"10000  E  FALCON POINT  DR    TUCSON,  AZ  85730",
"10000  E  GRAY HAWK  DR    TUCSON,  AZ  85730",
"10000  E  HAWTHORNE  ST    TUCSON,  AZ  85748",
"10000  E  LUCILLE  DR    TUCSON,  AZ  85730",
"10000  E  MARY  DR    TUCSON,  AZ  85730",
"10000  E  MCCRACKIN  RD    VAIL,  AZ  85641",
"10000  E  MOCCASIN  PL    TUCSON,  AZ  85749",
"10000  E  NICARAGUA  LN    TUCSON,  AZ  85730",
"10000  E  OLD VAIL  RD    TUCSON,  AZ  85747",
"10000  E  PASEO SAN ARDO     TUCSON,  AZ  85747",
"10000  E  PASEO SAN BRUNO     TUCSON,  AZ  85747",
"10000  E  PRAIRIE DOG  LN    TUCSON,  AZ  85749",
"10000  E  PRINCE  RD    TUCSON,  AZ  85749",
"10000  E  RAYANN  PL    TUCSON,  AZ  85749",
"10000  E  SABINO ESTATES  DR    TUCSON,  AZ  85749",
